#1:t_esc(gyr)	#2:m1	#3:m2	#4:id1	#5:id2	#6:a	#7:e	#8:t_mgr(gyr)	#9:dyn	#10:BS	#11:BB	#12:prev_partners_1	#13:prev_partners_2	#14:last_binint_type	#15:last_bininit_time	#16:model
0.407277  30.373469  30.445968  238828.0  769484.0  0.599717  0.585524  166.999647  1.0  3.0  0.0  0.0  3.0  1.0  0.407277  1e6-z0.005-rg2-rv2
0.407476  17.58444  30.47847  694825.0  1176905.0  0.580569  0.596956  297.687222  1.0  2.0  0.0  0.0  2.0  1.0  0.407476  1e6-z0.005-rg2-rv2
0.457647  13.451483  30.910223  81821.0  794021.0  0.326384  0.467312  82.129003  1.0  1.0  0.0  0.0  1.0  1.0  0.457647  1e6-z0.005-rg2-rv2
0.468738  30.600341  30.471875  197236.0  642590.0  0.357231  0.945317  0.513478  1.0  4.0  2.0  0.0  1.0  1.0  0.468738  1e6-z0.005-rg2-rv2
0.520445  30.219422  30.028684  290741.0  805134.0  0.787888  0.779815  88.004413  1.0  2.0  0.0  1.0  1.0  1.0  0.520445  1e6-z0.005-rg2-rv2
0.526988  23.312209  30.674077  55583.0  641913.0  0.362462  0.61352  27.541529  1.0  1.0  0.0  0.0  4.0  1.0  0.526988  1e6-z0.005-rg2-rv2
0.550021  30.33545  30.388189  510694.0  909282.0  0.75113  0.739234  116.246491  1.0  7.0  1.0  3.0  2.0  1.0  0.550021  1e6-z0.005-rg2-rv2
0.550914  30.373386  30.345893  291199.0  600027.0  0.236122  0.202452  15.856442  1.0  0.0  1.0  5.0  5.0  2.0  0.550914  1e6-z0.005-rg2-rv2
0.594016  30.430215  30.487942  899303.0  996545.0  1.328498  0.558128  4693.416514  1.0  5.0  0.0  4.0  4.0  1.0  0.594016  1e6-z0.005-rg2-rv2
0.622907  30.377566  30.32038  256373.0  424837.0  0.404398  0.064291  151.822995  1.0  2.0  0.0  2.0  4.0  1.0  0.622907  1e6-z0.005-rg2-rv2
0.639994  27.782563  30.084083  299185.0  1019132.0  0.582541  0.92884  1.515934  1.0  4.0  0.0  0.0  2.0  1.0  0.639994  1e6-z0.005-rg2-rv2
0.644471  22.652816  24.087727  796692.0  934822.0  0.485974  0.951975  0.868207  1.0  1.0  0.0  0.0  1.0  1.0  0.644471  1e6-z0.005-rg2-rv2
0.70303  30.35857  16.751378  105859.0  366856.0  0.395651  0.88195  2.590739  1.0  2.0  0.0  3.0  0.0  1.0  0.70303  1e6-z0.005-rg2-rv2
0.705771  30.837649  30.80979  292895.0  403565.0  0.881216  0.281234  2451.198318  1.0  3.0  0.0  1.0  2.0  1.0  0.705771  1e6-z0.005-rg2-rv2
0.731721  21.827823  30.934082  444766.0  608299.0  0.68456  0.630501  331.463843  1.0  1.0  0.0  0.0  7.0  1.0  0.731721  1e6-z0.005-rg2-rv2
0.743502  17.001015  29.801158  292354.0  1100671.0  0.130766  0.701228  1.113114  1.0  0.0  1.0  1.0  0.0  2.0  0.743502  1e6-z0.005-rg2-rv2
0.754519  30.188828  23.845736  585909.0  760289.0  0.850029  0.867168  36.570869  1.0  1.0  0.0  2.0  0.0  1.0  0.754519  1e6-z0.005-rg2-rv2
0.793307  30.806086  22.622573  70879.0  746217.0  0.794584  0.7717  148.642492  1.0  1.0  0.0  8.0  0.0  1.0  0.793308  1e6-z0.005-rg2-rv2
0.857689  30.411541  30.79261  119518.0  789645.0  0.700087  0.599728  278.355606  1.0  2.0  0.0  1.0  9.0  1.0  0.857689  1e6-z0.005-rg2-rv2
0.93581  30.120682  30.90376  166445.0  819075.0  0.408655  0.735649  11.325388  1.0  6.0  1.0  8.0  5.0  1.0  0.93581  1e6-z0.005-rg2-rv2
0.99268  30.219289  26.128331  577955.0  862519.0  0.751739  0.743413  140.375577  1.0  2.0  1.0  2.0  3.0  1.0  0.99268  1e6-z0.005-rg2-rv2
1.022018  30.542099  14.258176  680604.0  758199.0  0.160053  0.768965  1.503114  1.0  1.0  0.0  11.0  0.0  1.0  1.022018  1e6-z0.005-rg2-rv2
1.202839  16.328381  30.283705  511400.0  866248.0  0.208124  0.443128  13.122218  1.0  1.0  0.0  0.0  9.0  1.0  1.202839  1e6-z0.005-rg2-rv2
1.245278  30.275505  21.792196  650621.0  1083869.0  0.241344  0.757377  2.8754  1.0  1.0  0.0  8.0  3.0  1.0  1.245278  1e6-z0.005-rg2-rv2
1.253212  16.639853  30.389332  245270.0  628136.0  0.205732  0.532442  8.623889  1.0  1.0  0.0  0.0  8.0  1.0  1.253212  1e6-z0.005-rg2-rv2
1.255779  25.403965  28.048185  91331.0  648915.0  0.522751  0.979043  1.268565  1.0  2.0  0.0  5.0  1.0  1.0  1.255779  1e6-z0.005-rg2-rv2
1.334791  27.596501  25.950494  627232.0  809507.0  0.538795  0.629143  120.403524  1.0  8.0  3.0  6.0  4.0  1.0  1.334791  1e6-z0.005-rg2-rv2
1.341778  24.585715  30.67847  430540.0  947696.0  0.51532  0.194264  473.295437  1.0  5.0  0.0  2.0  12.0  1.0  1.341778  1e6-z0.005-rg2-rv2
1.454855  27.200595  20.954793  118856.0  937394.0  0.365332  0.58116  49.738161  1.0  1.0  0.0  6.0  0.0  1.0  1.454855  1e6-z0.005-rg2-rv2
1.488919  29.179554  28.950919  17308.0  837443.0  0.327677  0.691011  9.220447  1.0  4.0  3.0  8.0  3.0  2.0  1.488919  1e6-z0.005-rg2-rv2
1.669325  30.932095  25.851615  97403.0  892026.0  0.366647  0.691198  14.754127  1.0  7.0  1.0  9.0  4.0  1.0  1.669325  1e6-z0.005-rg2-rv2
1.770722  16.790674  26.42064  414819.0  538881.0  0.453696  0.68139  81.039535  1.0  4.0  0.0  0.0  1.0  1.0  1.770722  1e6-z0.005-rg2-rv2
1.796839  30.486237  26.055089  494770.0  700107.0  0.519892  0.779259  22.137625  1.0  7.0  1.0  14.0  5.0  1.0  1.796839  1e6-z0.005-rg2-rv2
1.861172  26.754186  30.307663  49711.0  286449.0  0.238153  0.39318  14.045263  1.0  5.0  4.0  3.0  8.0  2.0  1.861172  1e6-z0.005-rg2-rv2
1.883901  16.734772  16.990911  740364.0  920518.0  0.48928  0.398729  1030.00129  1.0  1.0  0.0  0.0  1.0  1.0  1.883901  1e6-z0.005-rg2-rv2
1.952926  17.578379  25.731977  602019.0  814584.0  0.207705  0.547929  10.513192  1.0  1.0  0.0  0.0  3.0  1.0  1.952926  1e6-z0.005-rg2-rv2
1.96571  21.343089  16.01165  19044.0  516734.0  0.458719  0.984827  1.973336  1.0  1.0  0.0  2.0  0.0  1.0  1.96571  1e6-z0.005-rg2-rv2
2.014277  22.88077  30.40057  912157.0  1247577.0  0.444495  0.747423  21.555607  1.0  1.0  1.0  2.0  16.0  1.0  2.014277  1e6-z0.005-rg2-rv2
2.211247  23.203109  30.586959  935134.0  984857.0  0.327046  0.408314  52.099786  1.0  3.0  3.0  7.0  11.0  2.0  2.211247  1e6-z0.005-rg2-rv2
2.247026  21.649375  21.611297  574631.0  639309.0  0.579814  0.872951  15.21718  1.0  1.0  0.0  2.0  5.0  1.0  2.247026  1e6-z0.005-rg2-rv2
2.251313  18.265493  22.543425  426218.0  953875.0  0.648437  0.794154  109.162941  1.0  4.0  0.0  0.0  6.0  1.0  2.251313  1e6-z0.005-rg2-rv2
2.26963  25.312081  15.938183  219467.0  721279.0  0.401962  0.906614  3.649416  1.0  1.0  0.0  17.0  1.0  1.0  2.26963  1e6-z0.005-rg2-rv2
2.306311  16.249837  20.366655  327038.0  831970.0  0.971006  0.857932  243.482223  1.0  1.0  0.0  0.0  2.0  1.0  2.306311  1e6-z0.005-rg2-rv2
2.393585  21.678591  23.687285  327514.0  587760.0  0.609374  0.952458  2.979407  1.0  8.0  1.0  6.0  4.0  1.0  2.393585  1e6-z0.005-rg2-rv2
2.440205  16.985502  20.633504  151144.0  602565.0  0.511597  0.911417  6.302125  1.0  2.0  0.0  0.0  1.0  1.0  2.440205  1e6-z0.005-rg2-rv2
2.585681  15.263245  17.451978  402719.0  752763.0  0.490773  0.859371  23.792926  1.0  3.0  0.0  0.0  1.0  1.0  2.585681  1e6-z0.005-rg2-rv2
2.594527  14.398616  17.164637  791608.0  897011.0  0.246452  0.15291  141.813181  1.0  2.0  0.0  0.0  2.0  1.0  2.594527  1e6-z0.005-rg2-rv2
2.635237  17.301371  16.256537  145842.0  1157355.0  0.382087  0.175283  649.397052  1.0  1.0  0.0  1.0  4.0  1.0  2.635237  1e6-z0.005-rg2-rv2
2.794183  17.521598  16.595483  958166.0  992727.0  0.540529  0.791991  93.000077  1.0  4.0  0.0  2.0  0.0  1.0  2.794183  1e6-z0.005-rg2-rv2
2.860397  21.915004  16.343517  560208.0  1104024.0  0.516446  0.559837  440.637158  1.0  1.0  0.0  4.0  2.0  1.0  2.860397  1e6-z0.005-rg2-rv2
2.98752  16.747133  17.57872  574243.0  720423.0  0.162063  0.824594  3.415962  1.0  1.0  0.0  0.0  3.0  1.0  2.98752  1e6-z0.005-rg2-rv2
3.050745  15.910943  16.968945  188281.0  996082.0  0.192365  0.990201  3.050822  1.0  1.0  0.0  0.0  1.0  1.0  3.050745  1e6-z0.005-rg2-rv2
3.111729  18.836142  15.478826  263027.0  572591.0  1.206173  0.816121  1534.906391  1.0  1.0  0.0  6.0  0.0  1.0  3.111729  1e6-z0.005-rg2-rv2
3.253744  20.187425  16.391759  48988.0  984729.0  0.829726  0.944748  9.590076  1.0  1.0  0.0  5.0  0.0  1.0  3.253744  1e6-z0.005-rg2-rv2
3.351302  16.633278  20.368412  333738.0  820615.0  0.798998  0.695556  1030.589302  1.0  1.0  0.0  0.0  8.0  1.0  3.351303  1e6-z0.005-rg2-rv2
3.418416  13.735304  18.928237  112749.0  851319.0  8.050731  0.772311  6778183.34868  1.0  2.0  1.0  1.0  1.0  2.0  3.418416  1e6-z0.005-rg2-rv2
3.45189  19.523664  16.488143  120068.0  149888.0  0.387241  0.698555  63.065502  1.0  1.0  0.0  4.0  0.0  1.0  3.45189  1e6-z0.005-rg2-rv2
3.478153  19.404515  18.616818  222429.0  299625.0  0.834099  0.918131  23.831305  1.0  3.0  2.0  4.0  2.0  1.0  3.478153  1e6-z0.005-rg2-rv2
3.563397  19.708003  20.142953  184660.0  775602.0  0.619632  0.547462  845.308791  1.0  2.0  0.0  5.0  5.0  1.0  3.563397  1e6-z0.005-rg2-rv2
3.615237  16.071849  17.607843  270113.0  670012.0  0.547844  0.981726  3.654135  1.0  3.0  0.0  1.0  1.0  1.0  3.615237  1e6-z0.005-rg2-rv2
3.649482  16.581391  16.852086  116255.0  217531.0  0.148973  0.666996  5.784997  1.0  0.0  1.0  1.0  5.0  2.0  3.649482  1e6-z0.005-rg2-rv2
3.653642  16.404391  20.924829  426594.0  670327.0  1.388265  0.767411  4232.135216  1.0  1.0  0.0  0.0  4.0  1.0  3.653642  1e6-z0.005-rg2-rv2
3.784537  17.512429  16.153315  156248.0  626394.0  0.780157  0.971625  4.483137  1.0  5.0  1.0  1.0  1.0  1.0  3.784537  1e6-z0.005-rg2-rv2
3.817299  16.33813  16.390451  256891.0  271031.0  1.208163  0.637884  12362.394242  1.0  1.0  0.0  2.0  0.0  1.0  3.817299  1e6-z0.005-rg2-rv2
4.207989  17.153547  17.602682  45268.0  297662.0  0.383378  0.965611  4.27801  1.0  3.0  0.0  3.0  2.0  1.0  4.207989  1e6-z0.005-rg2-rv2
4.236  17.579228  16.105564  713454.0  732262.0  0.343237  0.458704  204.47108  1.0  1.0  0.0  3.0  0.0  1.0  4.236  1e6-z0.005-rg2-rv2
4.27331  17.514928  16.459316  392130.0  546532.0  1.334857  0.606097  20590.289023  1.0  1.0  0.0  0.0  1.0  1.0  4.27331  1e6-z0.005-rg2-rv2
4.40555  19.713092  22.455163  699510.0  1357458.0  1.166167  0.920584  56.307807  1.0  0.0  1.0  8.0  9.0  2.0  4.40555  1e6-z0.005-rg2-rv2
4.458408  16.774341  18.455292  682181.0  970751.0  0.824714  0.779518  533.035715  1.0  3.0  0.0  0.0  1.0  1.0  4.458408  1e6-z0.005-rg2-rv2
4.494848  17.641486  17.154389  321860.0  1033379.0  0.138187  0.203824  14.017091  1.0  1.0  0.0  0.0  1.0  1.0  4.494848  1e6-z0.005-rg2-rv2
4.664622  18.842281  16.362484  617453.0  881294.0  0.4857  0.54523  473.476372  1.0  3.0  1.0  0.0  3.0  1.0  4.664622  1e6-z0.005-rg2-rv2
4.821393  17.003528  16.00815  460620.0  678037.0  0.512045  0.265021  1889.664778  1.0  1.0  0.0  3.0  0.0  1.0  4.821393  1e6-z0.005-rg2-rv2
4.925104  17.209744  16.579024  474072.0  613729.0  0.464867  0.860792  19.878373  1.0  6.0  2.0  1.0  1.0  2.0  4.925104  1e6-z0.005-rg2-rv2
4.925104  15.163445  17.292355  142802.0  590322.0  1.879561  0.763233  22542.74361  1.0  2.0  2.0  1.0  4.0  2.0  4.925104  1e6-z0.005-rg2-rv2
5.180391  16.649084  13.907933  570065.0  612228.0  0.551507  0.208384  3575.133387  1.0  1.0  0.0  1.0  2.0  1.0  5.180391  1e6-z0.005-rg2-rv2
5.337428  16.887026  16.195466  68262.0  401938.0  0.767323  0.765396  578.559869  1.0  1.0  0.0  3.0  1.0  1.0  5.337428  1e6-z0.005-rg2-rv2
5.374225  18.933478  16.558031  565084.0  917903.0  0.777076  0.30246  7434.487665  1.0  1.0  0.0  10.0  1.0  1.0  5.374225  1e6-z0.005-rg2-rv2
5.625439  18.704994  17.52086  315333.0  815497.0  0.476061  0.915495  8.391236  1.0  4.0  1.0  3.0  2.0  2.0  5.625439  1e6-z0.005-rg2-rv2
5.649342  16.480912  17.707233  440569.0  1132472.0  0.886028  0.861388  193.810895  1.0  2.0  0.0  2.0  0.0  1.0  5.649342  1e6-z0.005-rg2-rv2
5.676935  17.144027  16.548317  60476.0  835621.0  0.495574  0.538721  603.093236  1.0  2.0  0.0  3.0  0.0  1.0  5.676935  1e6-z0.005-rg2-rv2
5.885594  15.459367  16.516423  52663.0  805542.0  0.759725  0.956498  8.901999  1.0  4.0  0.0  2.0  0.0  1.0  5.885594  1e6-z0.005-rg2-rv2
5.978344  16.822274  16.285787  15206.0  964376.0  0.261758  0.458886  77.136348  1.0  1.0  1.0  0.0  1.0  2.0  5.978344  1e6-z0.005-rg2-rv2
6.103268  17.298027  17.547646  1030897.0  1584688.0  1.247774  0.356605  45011.855478  1.0  3.0  1.0  0.0  1.0  1.0  6.103268  1e6-z0.005-rg2-rv2
6.308556  16.421044  16.009347  511458.0  714192.0  1.676469  0.937589  229.201034  1.0  1.0  0.0  1.0  0.0  1.0  6.308556  1e6-z0.005-rg2-rv2
6.403151  15.997686  16.005812  200035.0  803296.0  0.411967  0.685969  127.496301  1.0  0.0  1.0  2.0  1.0  2.0  6.403151  1e6-z0.005-rg2-rv2
6.539687  17.290727  17.306813  270724.0  581358.0  1.675535  0.879078  1521.521534  1.0  1.0  0.0  4.0  6.0  1.0  6.539687  1e6-z0.005-rg2-rv2
7.00108  17.260008  16.631576  864159.0  1071547.0  1.622092  0.759763  11418.611779  1.0  4.0  0.0  1.0  3.0  1.0  7.00108  1e6-z0.005-rg2-rv2
7.038683  16.69205  16.489097  757217.0  1055600.0  0.319642  0.562581  101.932221  1.0  1.0  0.0  4.0  8.0  1.0  7.038683  1e6-z0.005-rg2-rv2
7.159152  15.652735  16.542192  448338.0  604199.0  0.67256  0.497894  2852.928272  1.0  1.0  0.0  2.0  6.0  1.0  7.159152  1e6-z0.005-rg2-rv2
7.507607  16.819253  18.161817  26651.0  858776.0  0.714398  0.923937  18.623454  1.0  5.0  0.0  1.0  5.0  1.0  7.507608  1e6-z0.005-rg2-rv2
7.52361  15.716499  18.985587  182916.0  868119.0  0.984068  0.227817  23951.173632  1.0  1.0  0.0  1.0  8.0  1.0  7.52361  1e6-z0.005-rg2-rv2
7.739091  16.25997  16.654161  699782.0  892825.0  0.784298  0.624062  2392.372265  1.0  3.0  0.0  0.0  3.0  1.0  7.739091  1e6-z0.005-rg2-rv2
7.790241  17.589557  17.139311  215099.0  859595.0  0.669915  0.993442  7.792685  1.0  8.0  0.0  4.0  1.0  1.0  7.790241  1e6-z0.005-rg2-rv2
7.830446  15.397779  15.977311  786307.0  895439.0  1.079394  0.467624  23322.967518  1.0  1.0  0.0  0.0  4.0  1.0  7.830446  1e6-z0.005-rg2-rv2
8.132894  16.100117  13.923384  303488.0  576555.0  0.711531  0.723762  922.287224  1.0  2.0  0.0  0.0  4.0  1.0  8.132894  1e6-z0.005-rg2-rv2
8.215208  17.581235  19.141561  944451.0  1154791.0  1.595052  0.6979  16203.124497  1.0  2.0  1.0  3.0  8.0  1.0  8.215208  1e6-z0.005-rg2-rv2
8.534402  15.95231  16.913851  133238.0  493095.0  0.45609  0.841267  31.113481  1.0  0.0  1.0  1.0  3.0  2.0  8.534402  1e6-z0.005-rg2-rv2
8.972849  15.958201  17.477091  29393.0  1100005.0  0.483145  0.6102  370.029358  1.0  2.0  0.0  0.0  6.0  1.0  8.972849  1e6-z0.005-rg2-rv2
9.073409  13.447832  15.686305  242827.0  748337.0  0.828612  0.389487  13616.112386  1.0  1.0  0.0  0.0  1.0  1.0  9.073409  1e6-z0.005-rg2-rv2
9.498788  16.737736  16.01311  82212.0  479340.0  0.820124  0.899726  66.332775  1.0  4.0  0.0  7.0  4.0  1.0  9.498788  1e6-z0.005-rg2-rv2
9.799614  13.486229  16.834022  835663.0  908648.0  0.497699  0.548588  810.071269  1.0  3.0  0.0  0.0  11.0  1.0  9.799614  1e6-z0.005-rg2-rv2
10.069789  14.533654  17.457066  255747.0  761298.0  0.515201  0.772092  129.345779  1.0  1.0  0.0  0.0  5.0  1.0  10.069789  1e6-z0.005-rg2-rv2
10.421463  15.974433  16.986747  104474.0  252524.0  1.034914  0.621254  7358.060872  1.0  2.0  0.0  6.0  4.0  1.0  10.421463  1e6-z0.005-rg2-rv2
10.454659  12.359396  15.915511  142194.0  980305.0  1.211999  0.832647  2120.852501  1.0  2.0  0.0  2.0  6.0  1.0  10.454659  1e6-z0.005-rg2-rv2
10.94042  16.983376  16.064114  413922.0  422373.0  0.725081  0.866936  93.193982  1.0  1.0  0.0  1.0  2.0  1.0  10.94042  1e6-z0.005-rg2-rv2
10.941137  16.214851  15.914319  646295.0  803506.0  1.807379  0.492062  153295.912767  1.0  1.0  0.0  6.0  0.0  1.0  10.941137  1e6-z0.005-rg2-rv2
11.342158  16.800006  16.486252  159135.0  584808.0  1.442284  0.846709  1962.52148  1.0  5.0  1.0  5.0  1.0  1.0  11.342158  1e6-z0.005-rg2-rv2
11.353508  16.341119  16.621981  378993.0  811394.0  0.881183  0.802667  614.430535  1.0  1.0  0.0  11.0  0.0  1.0  11.353508  1e6-z0.005-rg2-rv2
0.013148  7.893616  7.466295  120775.0  215902.0  0.022598  0.054007  0.104605  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e5-z0.005-rg2-rv2
0.039463  30.416817  18.246349  213977.0  217727.0  0.36753  0.633683  35.460682  1.0  0.0  0.0  1.0  0.0  2.0  0.039463  2e5-z0.005-rg2-rv2
0.087473  17.163588  17.251391  18867.0  202465.0  0.3314  0.742973  23.18665  1.0  1.0  0.0  0.0  1.0  1.0  0.087473  2e5-z0.005-rg2-rv2
0.107562  29.445043  30.255811  48547.0  144871.0  1.978204  0.950088  33.530658  1.0  4.0  0.0  1.0  0.0  1.0  0.107562  2e5-z0.005-rg2-rv2
0.159569  30.834457  30.289531  40874.0  116526.0  3.621158  0.48888  363934.36525  1.0  1.0  0.0  2.0  0.0  1.0  0.159569  2e5-z0.005-rg2-rv2
0.188597  29.189185  16.985349  130489.0  151144.0  2.585765  0.714318  51578.960992  1.0  1.0  0.0  1.0  0.0  1.0  0.188597  2e5-z0.005-rg2-rv2
0.28664  30.984668  16.466357  97403.0  210008.0  0.742882  0.875607  27.641548  1.0  2.0  6.0  0.0  0.0  2.0  0.286639  2e5-z0.005-rg2-rv2
0.370073  16.344408  24.995719  43023.0  91331.0  1.883619  0.525208  75686.995321  1.0  2.0  0.0  0.0  2.0  1.0  0.370073  2e5-z0.005-rg2-rv2
0.475118  30.595128  25.696891  162888.0  178280.0  3.078761  0.915449  1300.559716  1.0  1.0  0.0  4.0  0.0  1.0  0.475118  2e5-z0.005-rg2-rv2
0.516766  31.768168  30.435537  23990.0  28119.0  2.873557  0.735205  24107.007317  1.0  8.0  4.0  6.0  3.0  2.0  0.516766  2e5-z0.005-rg2-rv2
0.557288  16.600062  30.285424  91644.0  132921.0  7.618087  0.410082  23641428.6191  1.0  1.0  0.0  0.0  6.0  1.0  0.557288  2e5-z0.005-rg2-rv2
0.679644  30.722518  27.201397  70879.0  118856.0  2.82435  0.609529  81592.462683  1.0  8.0  0.0  4.0  8.0  1.0  0.679644  2e5-z0.005-rg2-rv2
0.883169  26.344458  30.065277  83840.0  103413.0  1.454924  0.688513  3378.611995  1.0  0.0  0.0  8.0  9.0  2.0  0.883169  2e5-z0.005-rg2-rv2
1.057091  30.587139  22.406545  55020.0  67980.0  5.180942  0.852335  73495.100412  1.0  0.0  1.0  7.0  3.0  2.0  1.057091  2e5-z0.005-rg2-rv2
1.319028  16.748256  22.461733  114132.0  141089.0  1.750835  0.890734  923.118691  1.0  2.0  0.0  1.0  9.0  1.0  1.319028  2e5-z0.005-rg2-rv2
1.401134  16.428744  19.968763  61426.0  102802.0  0.466455  0.479702  500.419209  1.0  1.0  0.0  3.0  1.0  1.0  1.401134  2e5-z0.005-rg2-rv2
1.634266  16.138063  15.974646  35848.0  104474.0  8.840901  0.85512  2577775.57952  1.0  1.0  0.0  0.0  3.0  1.0  1.634266  2e5-z0.005-rg2-rv2
1.64532  16.167886  16.45968  5658.0  71556.0  3.018138  0.56004  804945.829122  1.0  1.0  0.0  3.0  0.0  1.0  1.64532  2e5-z0.005-rg2-rv2
1.68361  16.084235  17.547401  25292.0  190476.0  3.804584  0.541399  2060261.67477  1.0  1.0  0.0  2.0  3.0  1.0  1.68361  2e5-z0.005-rg2-rv2
2.018736  17.735312  16.679238  61947.0  68604.0  11.675558  0.780544  22435182.6668  1.0  1.0  0.0  1.0  0.0  1.0  2.018736  2e5-z0.005-rg2-rv2
2.598721  15.78911  19.723692  26327.0  71428.0  4.383767  0.496454  3897657.46033  1.0  1.0  0.0  1.0  9.0  1.0  2.598721  2e5-z0.005-rg2-rv2
2.729337  16.822399  23.268643  15206.0  159922.0  0.956037  0.860952  166.474373  1.0  1.0  0.0  2.0  16.0  1.0  2.729337  2e5-z0.005-rg2-rv2
3.436628  23.147126  19.171745  55583.0  147838.0  1.878641  0.701338  19863.203167  1.0  17.0  2.0  12.0  9.0  1.0  3.436628  2e5-z0.005-rg2-rv2
3.865202  16.788704  16.05735  139949.0  186875.0  4.822821  0.14962  18052830.5916  1.0  0.0  1.0  3.0  6.0  2.0  3.865202  2e5-z0.005-rg2-rv2
4.118988  15.111869  16.799186  142802.0  183471.0  12.704022  0.827452  19197163.7559  1.0  0.0  1.0  1.0  6.0  2.0  4.118988  2e5-z0.005-rg2-rv2
4.470751  15.33987  21.626324  102717.0  116579.0  8.171727  0.782628  4344616.16561  1.0  3.0  0.0  0.0  15.0  1.0  4.47075  2e5-z0.005-rg2-rv2
4.893019  13.232784  16.654122  454.0  80668.0  8.760082  0.379303  163878765.946  1.0  1.0  0.0  1.0  6.0  1.0  4.893019  2e5-z0.005-rg2-rv2
5.167275  16.819755  17.145523  26651.0  60476.0  16.897352  0.494364  980838186.591  1.0  6.0  1.0  4.0  3.0  1.0  5.167275  2e5-z0.005-rg2-rv2
0.009765  8.698042  8.714782  1239755.0  2011898.0  0.016639  0.209347  0.025596  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.005-rg2-rv2
0.143898  19.900089  26.425653  4145.0  291199.0  0.049095  0.717697  0.149988  1.0  0.0  1.0  1.0  2.0  2.0  0.143898  2e6-z0.005-rg2-rv2
0.190378  34.739805  29.46171  434478.0  1885998.0  0.163854  0.629992  0.781101  1.0  1.0  0.0  3.0  1.0  1.0  0.190378  2e6-z0.005-rg2-rv2
0.195917  25.414103  30.266606  1357761.0  1553368.0  0.183466  0.435101  4.190839  1.0  2.0  0.0  0.0  2.0  1.0  0.195917  2e6-z0.005-rg2-rv2
0.201776  30.431819  30.166665  1009642.0  2580440.0  0.180787  0.463005  2.797262  1.0  1.0  0.0  0.0  1.0  1.0  0.201776  2e6-z0.005-rg2-rv2
0.201837  26.274005  30.517368  1285149.0  1756865.0  0.148566  0.799372  0.302522  1.0  1.0  0.0  0.0  1.0  1.0  0.201837  2e6-z0.005-rg2-rv2
0.203981  31.07618  30.351742  789645.0  1099168.0  0.162861  0.610571  0.952381  1.0  1.0  0.0  0.0  1.0  1.0  0.203981  2e6-z0.005-rg2-rv2
0.204043  30.49323  30.32969  640423.0  1001942.0  0.33471  0.858186  0.933541  1.0  2.0  0.0  0.0  3.0  1.0  0.204043  2e6-z0.005-rg2-rv2
0.220043  30.270275  21.837936  1690444.0  2009026.0  0.135378  0.820253  0.285956  1.0  1.0  0.0  0.0  1.0  1.0  0.220043  2e6-z0.005-rg2-rv2
0.223713  30.374291  19.819645  1365168.0  1724033.0  0.378356  0.68385  24.028667  1.0  2.0  0.0  0.0  1.0  1.0  0.223713  2e6-z0.005-rg2-rv2
0.226366  30.481034  22.067204  544673.0  2016567.0  0.156725  0.908001  0.240681  1.0  3.0  0.0  0.0  2.0  1.0  0.226366  2e6-z0.005-rg2-rv2
0.231608  30.280931  22.779553  286449.0  1650281.0  0.357319  0.953634  0.272209  1.0  1.0  0.0  0.0  1.0  1.0  0.231608  2e6-z0.005-rg2-rv2
0.23268  27.604722  30.214064  1233469.0  2236508.0  0.301907  0.848094  0.929132  1.0  3.0  1.0  0.0  2.0  1.0  0.23268  2e6-z0.005-rg2-rv2
0.252707  30.633505  28.389242  1129658.0  2218320.0  0.270207  0.934803  0.281493  1.0  1.0  0.0  0.0  2.0  1.0  0.252707  2e6-z0.005-rg2-rv2
0.27629  30.487681  30.315505  980075.0  1365085.0  0.156296  0.582833  1.058278  1.0  1.0  0.0  3.0  0.0  1.0  0.27629  2e6-z0.005-rg2-rv2
0.283891  28.879608  30.617615  310316.0  1252891.0  0.050459  0.271771  0.313826  1.0  0.0  1.0  3.0  4.0  2.0  0.283891  2e6-z0.005-rg2-rv2
0.305246  30.41328  29.595897  56429.0  867989.0  0.160095  0.891082  0.322667  1.0  1.0  0.0  0.0  0.0  1.0  0.305246  2e6-z0.005-rg2-rv2
0.331131  30.858855  30.862557  539629.0  761263.0  0.10656  0.991339  0.331131  1.0  4.0  1.0  1.0  3.0  1.0  0.331131  2e6-z0.005-rg2-rv2
0.352225  30.294825  31.151583  569381.0  887199.0  0.244116  0.861419  0.538642  1.0  1.0  0.0  3.0  0.0  1.0  0.352225  2e6-z0.005-rg2-rv2
0.405388  30.230762  30.701531  270130.0  672829.0  0.14306  0.709848  0.609804  1.0  4.0  0.0  0.0  3.0  1.0  0.405388  2e6-z0.005-rg2-rv2
0.426921  30.537533  30.897335  1611622.0  1885668.0  0.47331  0.941007  0.600359  1.0  1.0  0.0  1.0  2.0  1.0  0.426921  2e6-z0.005-rg2-rv2
0.429314  29.77792  14.205958  1421816.0  2020264.0  0.168141  0.64332  2.526274  1.0  1.0  0.0  0.0  1.0  1.0  0.429314  2e6-z0.005-rg2-rv2
0.430495  22.669294  30.500734  796692.0  1065780.0  0.083952  0.656197  0.490209  1.0  1.0  0.0  0.0  8.0  1.0  0.430495  2e6-z0.005-rg2-rv2
0.451978  30.59105  30.505357  56611.0  1718355.0  0.316423  0.631264  9.833943  1.0  3.0  0.0  0.0  8.0  1.0  0.451978  2e6-z0.005-rg2-rv2
