#1:t_esc(gyr)	#2:m1	#3:m2	#4:id1	#5:id2	#6:a	#7:e	#8:t_mgr(gyr)	#9:dyn	#10:BS	#11:BB	#12:prev_partners_1	#13:prev_partners_2	#14:last_binint_type	#15:last_bininit_time	#16:model
0.091641  54.005982  57.408743  1171493.0  2490555.0  0.070035  0.6872  0.094015  1.0  1.0  4.0  2.0  3.0  2.0  0.091641  2e6-z0.001-1
0.094116  25.276275  53.846969  1817336.0  1929525.0  0.065425  0.935215  0.094162  1.0  1.0  0.0  0.0  8.0  1.0  0.094116  2e6-z0.001-1
0.095913  54.241306  36.520602  984857.0  2286000.0  0.049708  0.656247  0.097413  1.0  1.0  0.0  3.0  1.0  1.0  0.095913  2e6-z0.001-1
0.098268  39.880663  53.826534  162888.0  1691430.0  0.076115  0.098438  0.149942  1.0  2.0  0.0  0.0  3.0  1.0  0.098268  2e6-z0.001-1
0.099071  18.162886  23.606661  1645542.0  2142914.0  0.062226  0.899273  0.100008  0.0  1.0  0.0  0.0  0.0  1.0  0.099071  2e6-z0.001-1
0.101809  53.403447  52.962037  2227492.0  2406745.0  0.294455  0.572855  2.055907  1.0  1.0  0.0  3.0  1.0  1.0  0.101809  2e6-z0.001-1
0.110295  33.315189  51.972437  2369376.0  2607533.0  0.073489  0.849246  0.111075  1.0  1.0  1.0  0.0  4.0  2.0  0.110295  2e6-z0.001-1
0.121858  54.200938  47.961252  577955.0  2329416.0  0.076981  0.787933  0.123326  1.0  1.0  0.0  3.0  3.0  1.0  0.121858  2e6-z0.001-1
0.127249  44.469022  47.681026  1341608.0  1697001.0  0.109813  0.351353  0.275639  1.0  1.0  0.0  1.0  2.0  1.0  0.127249  2e6-z0.001-1
0.128423  22.588057  50.251639  2029084.0  2236040.0  0.094677  0.575148  0.203391  1.0  1.0  0.0  1.0  2.0  1.0  0.128423  2e6-z0.001-1
0.129048  22.358405  17.616175  2000204.0  3210512.0  0.033113  0.921563  0.129087  1.0  2.0  3.0  1.0  0.0  2.0  0.129048  2e6-z0.001-1
0.136768  39.760571  53.388738  1879006.0  2264250.0  0.065526  0.569672  0.144197  1.0  1.0  0.0  2.0  1.0  1.0  0.136768  2e6-z0.001-1
0.137872  34.91379  39.69757  2155291.0  2273106.0  0.194383  0.053654  4.521556  1.0  1.0  0.0  2.0  0.0  1.0  0.137872  2e6-z0.001-1
0.154783  48.319866  52.21981  290741.0  2566819.0  0.15176  0.984261  0.154788  1.0  1.0  0.0  3.0  3.0  1.0  0.154783  2e6-z0.001-1
0.160022  43.605308  50.641013  2202883.0  2324138.0  0.081267  0.173983  0.220151  1.0  5.0  1.0  0.0  8.0  2.0  0.160022  2e6-z0.001-1
0.173954  36.453744  50.090025  819075.0  2378927.0  0.08809  0.786078  0.178296  1.0  1.0  0.0  5.0  0.0  1.0  0.173954  2e6-z0.001-1
0.179924  54.145749  51.60894  1400898.0  2327413.0  0.103995  0.73733  0.188147  1.0  7.0  4.0  10.0  3.0  1.0  0.179924  2e6-z0.001-1
0.186823  50.454578  46.292524  2747084.0  3545133.0  0.098976  0.95438  0.18686  1.0  1.0  0.0  7.0  2.0  1.0  0.186823  2e6-z0.001-1
0.186865  36.423058  46.215184  2498637.0  2504276.0  0.194226  0.837347  0.237875  1.0  1.0  0.0  1.0  2.0  1.0  0.186865  2e6-z0.001-1
0.1939  43.927836  42.286235  1583426.0  1629415.0  0.204255  0.982095  0.193942  1.0  1.0  0.0  2.0  1.0  1.0  0.1939  2e6-z0.001-1
0.211844  50.955392  47.240642  1718355.0  1894349.0  0.153001  0.448604  0.544077  1.0  6.0  0.0  2.0  4.0  1.0  0.211844  2e6-z0.001-1
0.229911  53.407018  54.196537  996545.0  1798838.0  0.317493  0.846377  0.366436  1.0  1.0  0.0  10.0  9.0  1.0  0.229911  2e6-z0.001-1
0.23113  51.552076  53.846247  2204648.0  2228124.0  0.178504  0.602661  0.456544  1.0  8.0  3.0  12.0  0.0  1.0  0.23113  2e6-z0.001-1
0.238279  46.659834  53.401864  1822017.0  2724000.0  0.099097  0.970483  0.238286  1.0  1.0  0.0  3.0  9.0  1.0  0.238279  2e6-z0.001-1
0.242953  44.357537  44.652993  1075588.0  1703956.0  0.126938  0.926768  0.243547  1.0  6.0  1.0  4.0  5.0  1.0  0.242953  2e6-z0.001-1
0.244222  32.862185  43.053594  1288890.0  2651723.0  0.376591  0.581158  14.175796  1.0  0.0  1.0  1.0  1.0  2.0  0.244222  2e6-z0.001-1
0.2464  48.061872  48.197016  2675134.0  2837611.0  0.118582  0.928833  0.246726  1.0  4.0  0.0  1.0  7.0  1.0  0.2464  2e6-z0.001-1
0.249741  50.281565  38.099292  2228372.0  2351595.0  0.059536  0.805572  0.250376  1.0  2.0  2.0  2.0  5.0  2.0  0.249741  2e6-z0.001-1
0.263888  39.219402  45.248401  859848.0  1434153.0  0.317967  0.646697  3.508402  1.0  3.0  0.0  0.0  7.0  1.0  0.263888  2e6-z0.001-1
0.263946  40.842304  51.953751  355680.0  2703767.0  0.095009  0.929234  0.264096  1.0  4.0  0.0  1.0  13.0  1.0  0.263946  2e6-z0.001-1
0.273945  28.74721  54.140341  383165.0  2543542.0  0.093781  0.595728  0.314678  1.0  1.0  0.0  0.0  2.0  1.0  0.273945  2e6-z0.001-1
0.27846  41.343935  34.602587  899303.0  988116.0  0.164345  0.344458  1.643567  1.0  2.0  0.0  1.0  1.0  1.0  0.27846  2e6-z0.001-1
0.287138  30.011918  35.045969  951058.0  1961332.0  0.130003  0.772645  0.344088  1.0  0.0  4.0  2.0  2.0  2.0  0.287138  2e6-z0.001-1
0.294157  54.154714  39.54479  883048.0  1859950.0  0.072099  0.630688  0.301373  1.0  3.0  1.0  20.0  2.0  1.0  0.294157  2e6-z0.001-1
0.297179  27.988133  42.324832  2195834.0  2685548.0  0.300214  0.613581  6.187317  1.0  1.0  0.0  1.0  5.0  1.0  0.297179  2e6-z0.001-1
0.323963  40.060788  32.224867  1962051.0  2355868.0  0.125041  0.587878  0.510966  1.0  1.0  0.0  3.0  0.0  1.0  0.323963  2e6-z0.001-1
0.324902  46.556685  39.079008  1007966.0  2684777.0  0.110232  0.782976  0.336172  1.0  1.0  0.0  8.0  3.0  1.0  0.324902  2e6-z0.001-1
0.360853  41.997677  47.19348  1553368.0  2498768.0  0.09135  0.4407  0.419079  1.0  2.0  7.0  1.0  10.0  2.0  0.360853  2e6-z0.001-1
0.365947  32.614204  47.178253  1167957.0  2408664.0  0.070031  0.579991  0.380626  1.0  1.0  0.0  1.0  6.0  1.0  0.365947  2e6-z0.001-1
0.367752  40.853726  44.275417  269385.0  2337835.0  0.078932  0.914433  0.36792  1.0  0.0  1.0  6.0  5.0  2.0  0.367752  2e6-z0.001-1
0.367892  35.364411  38.957283  2225548.0  2265926.0  0.118038  0.988112  0.367894  1.0  5.0  4.0  2.0  2.0  1.0  0.367892  2e6-z0.001-1
0.381856  46.844252  25.33609  747550.0  1015086.0  0.172919  0.842325  0.429168  1.0  3.0  0.0  13.0  0.0  1.0  0.381856  2e6-z0.001-1
0.384364  34.359031  44.471175  1900054.0  2686065.0  0.272734  0.361555  9.274354  1.0  0.0  1.0  2.0  2.0  2.0  0.384364  2e6-z0.001-1
0.384364  40.348378  43.204307  2461282.0  3764663.0  3.15989  0.746844  12784.399061  1.0  0.0  1.0  5.0  10.0  2.0  0.384364  2e6-z0.001-1
0.410175  26.61237  42.084802  2290573.0  2372946.0  0.124049  0.739783  0.472414  1.0  1.0  0.0  0.0  7.0  1.0  0.410175  2e6-z0.001-1
0.42247  26.440058  38.454618  574631.0  863370.0  0.300049  0.532049  12.466442  1.0  1.0  0.0  0.0  5.0  1.0  0.42247  2e6-z0.001-1
0.427664  42.953215  35.550723  1830280.0  2437461.0  0.080387  0.853646  0.428919  1.0  1.0  0.0  2.0  0.0  1.0  0.427664  2e6-z0.001-1
0.438424  37.594371  25.403045  628136.0  3053734.0  0.245104  0.43926  9.354908  1.0  1.0  0.0  2.0  0.0  1.0  0.438424  2e6-z0.001-1
0.465271  40.520437  19.038341  730353.0  1187101.0  0.191657  0.783149  0.813663  1.0  1.0  0.0  7.0  0.0  1.0  0.465271  2e6-z0.001-1
0.477146  44.452942  38.853525  1305399.0  2589139.0  0.139639  0.904388  0.479651  1.0  4.0  0.0  4.0  6.0  1.0  0.477146  2e6-z0.001-1
0.523128  45.843594  37.687891  2242801.0  2732870.0  0.476713  0.743489  7.465997  1.0  4.0  0.0  10.0  2.0  1.0  0.523128  2e6-z0.001-1
0.531628  35.760422  34.956532  2248547.0  2395836.0  0.075015  0.870525  0.532511  1.0  1.0  0.0  5.0  2.0  1.0  0.531628  2e6-z0.001-1
0.532632  25.308468  33.984579  740364.0  814048.0  0.11724  0.593508  0.787894  1.0  6.0  1.0  1.0  2.0  1.0  0.532633  2e6-z0.001-1
0.535873  36.97435  30.970491  612335.0  1495581.0  0.157422  0.499754  1.443139  1.0  3.0  2.0  2.0  0.0  2.0  0.535873  2e6-z0.001-1
0.553087  33.491333  36.105579  110402.0  867989.0  0.210564  0.882638  0.595412  1.0  1.0  0.0  6.0  4.0  1.0  0.553087  2e6-z0.001-1
0.568659  35.28089  31.744891  1942141.0  3237860.0  0.215864  0.373974  5.959408  1.0  1.0  0.0  4.0  0.0  1.0  0.568659  2e6-z0.001-1
0.569537  32.194026  33.534758  2467252.0  2499187.0  0.117437  0.994618  0.569537  1.0  3.0  0.0  3.0  1.0  1.0  0.569537  2e6-z0.001-1
0.607122  37.905024  30.639375  2240876.0  2352711.0  0.141433  0.699372  0.760423  1.0  1.0  0.0  10.0  2.0  1.0  0.607122  2e6-z0.001-1
0.619358  29.756613  35.488478  1506897.0  1783652.0  0.13001  0.872912  0.628999  1.0  1.0  0.0  6.0  2.0  1.0  0.619358  2e6-z0.001-1
0.62453  26.723701  31.412595  2288258.0  2516855.0  0.090344  0.636126  0.694832  1.0  2.0  0.0  0.0  1.0  1.0  0.62453  2e6-z0.001-1
0.625917  33.844239  30.639169  1812990.0  2291331.0  0.08699  0.235626  0.84922  1.0  0.0  1.0  2.0  2.0  2.0  0.625917  2e6-z0.001-1
0.647204  35.94101  34.51898  1184894.0  2381727.0  0.252604  0.896717  0.703612  1.0  1.0  0.0  8.0  2.0  1.0  0.647204  2e6-z0.001-1
0.657648  34.23542  33.277167  1002782.0  2409802.0  0.203672  0.841147  0.761412  1.0  4.0  0.0  1.0  6.0  1.0  0.657648  2e6-z0.001-1
0.659703  34.529097  22.750119  310316.0  2274976.0  0.138267  0.858268  0.686214  1.0  5.0  0.0  4.0  0.0  1.0  0.659703  2e6-z0.001-1
0.688315  36.07236  31.416979  984787.0  2826158.0  0.082856  0.385904  0.798905  1.0  1.0  0.0  3.0  1.0  1.0  0.688315  2e6-z0.001-1
0.688573  38.072433  21.631174  352191.0  2198960.0  0.169865  0.845277  0.761005  1.0  1.0  0.0  11.0  0.0  1.0  0.688573  2e6-z0.001-1
0.707622  34.969519  24.73343  1077453.0  2239274.0  0.181109  0.805165  0.887216  1.0  1.0  0.0  12.0  0.0  1.0  0.707622  2e6-z0.001-1
0.715071  27.773443  31.335218  1461947.0  2300342.0  0.096708  0.716536  0.758998  1.0  1.0  0.0  2.0  4.0  1.0  0.715071  2e6-z0.001-1
0.72503  33.944867  31.740315  648915.0  1437359.0  0.193407  0.88047  0.762974  1.0  1.0  0.0  11.0  1.0  1.0  0.72503  2e6-z0.001-1
0.732802  37.091802  32.003991  1077844.0  1365049.0  0.130191  0.868162  0.741933  1.0  1.0  0.0  10.0  3.0  1.0  0.732802  2e6-z0.001-1
0.760289  25.286833  25.29749  2356131.0  2360847.0  0.234809  0.29029  22.671714  1.0  1.0  0.0  0.0  2.0  1.0  0.760289  2e6-z0.001-1
0.765071  29.568369  29.243137  192393.0  2261395.0  0.232499  0.701547  2.482206  1.0  4.0  0.0  6.0  0.0  1.0  0.765071  2e6-z0.001-1
0.773245  25.409878  29.154806  799289.0  2048286.0  0.118991  0.579531  1.145874  1.0  1.0  0.0  1.0  5.0  1.0  0.773245  2e6-z0.001-1
0.779158  24.982356  31.187606  283581.0  2216067.0  0.220547  0.836498  1.053049  1.0  0.0  1.0  0.0  1.0  2.0  0.779158  2e6-z0.001-1
0.804488  25.267385  27.76499  389340.0  1184418.0  0.215062  0.576782  5.196875  1.0  1.0  0.0  1.0  3.0  1.0  0.804488  2e6-z0.001-1
0.830714  24.724302  32.981189  1224863.0  1488478.0  0.102842  0.829485  0.844405  1.0  5.0  1.0  0.0  3.0  1.0  0.830714  2e6-z0.001-1
0.850559  27.138358  25.312505  1761480.0  2786544.0  0.081701  0.558828  0.955438  1.0  1.0  0.0  2.0  0.0  1.0  0.850559  2e6-z0.001-1
0.87322  25.421667  35.73106  1606026.0  2243038.0  0.069218  0.950612  0.873267  1.0  8.0  2.0  1.0  13.0  1.0  0.87322  2e6-z0.001-1
0.878025  26.998683  25.327162  1010167.0  1448943.0  0.490491  0.507303  180.290443  1.0  1.0  0.0  1.0  0.0  1.0  0.878025  2e6-z0.001-1
0.888227  25.292717  25.324856  1587309.0  2508177.0  0.253292  0.673931  5.741754  1.0  4.0  0.0  2.0  1.0  1.0  0.888227  2e6-z0.001-1
0.898951  25.377341  31.210426  826402.0  892026.0  0.07514  0.351685  1.040624  1.0  3.0  3.0  0.0  6.0  2.0  0.898951  2e6-z0.001-1
0.904169  25.322679  23.277719  1172205.0  1531286.0  0.064832  0.602098  0.944375  1.0  1.0  0.0  1.0  0.0  1.0  0.904169  2e6-z0.001-1
0.906419  31.998169  31.612793  2283840.0  2411217.0  0.246225  0.372359  11.605949  1.0  12.0  3.0  6.0  1.0  1.0  0.906419  2e6-z0.001-1
0.909901  27.755844  25.176342  2403459.0  2507160.0  0.150881  0.191753  4.832831  1.0  1.0  0.0  5.0  2.0  1.0  0.909901  2e6-z0.001-1
0.923654  28.314977  29.899145  370545.0  2310182.0  0.254489  0.670225  4.280196  1.0  10.0  0.0  2.0  1.0  1.0  0.923654  2e6-z0.001-1
0.938682  30.765996  28.24144  1288789.0  1485676.0  0.127076  0.774872  1.006088  1.0  1.0  0.0  4.0  0.0  1.0  0.938682  2e6-z0.001-1
0.971173  26.645223  19.288964  624556.0  975354.0  0.502495  0.927343  2.033693  1.0  1.0  0.0  3.0  0.0  1.0  0.971173  2e6-z0.001-1
0.989456  25.291028  25.261905  784794.0  1667164.0  0.081251  0.237406  1.340175  1.0  1.0  0.0  4.0  1.0  1.0  0.989456  2e6-z0.001-1
1.001129  25.245276  25.402068  1286337.0  1672048.0  0.170471  0.466852  4.45954  1.0  1.0  0.0  0.0  3.0  1.0  1.001129  2e6-z0.001-1
1.00297  32.2263  32.336884  1285149.0  1604138.0  0.102889  0.91274  1.00415  1.0  5.0  2.0  3.0  14.0  1.0  1.00297  2e6-z0.001-1
1.029976  26.384676  32.084246  1700096.0  2249712.0  0.114777  0.159224  2.054597  1.0  2.0  2.0  4.0  2.0  1.0  1.029976  2e6-z0.001-1
1.06139  19.404093  23.186973  885969.0  1424903.0  0.238546  0.871592  1.467146  1.0  2.0  0.0  2.0  3.0  1.0  1.06139  2e6-z0.001-1
1.070577  29.865282  27.552713  677707.0  1273846.0  0.237758  0.966907  1.072602  1.0  6.0  0.0  4.0  1.0  1.0  1.070577  2e6-z0.001-1
1.07572  25.222608  27.762476  273577.0  1597379.0  0.122415  0.716113  1.232752  1.0  1.0  0.0  1.0  1.0  1.0  1.07572  2e6-z0.001-1
1.101732  28.933756  24.999976  1001138.0  1220522.0  0.278368  0.287728  37.208852  1.0  9.0  2.0  3.0  1.0  1.0  1.101732  2e6-z0.001-1
1.117951  25.250525  25.419627  835621.0  1515135.0  0.240742  0.955114  1.126414  1.0  1.0  0.0  1.0  2.0  1.0  1.117951  2e6-z0.001-1
1.136627  19.109039  29.874477  71556.0  1807613.0  0.08498  0.236447  1.622206  1.0  1.0  0.0  0.0  3.0  1.0  1.136627  2e6-z0.001-1
1.139604  24.413262  27.205693  1258198.0  2278761.0  0.297556  0.552761  21.202086  1.0  3.0  0.0  1.0  2.0  1.0  1.139604  2e6-z0.001-1
1.143109  22.260283  27.012119  1681750.0  2236980.0  0.133519  0.956426  1.143906  1.0  4.0  0.0  0.0  1.0  1.0  1.143109  2e6-z0.001-1
1.158844  20.030585  25.217251  1493952.0  2762119.0  0.157875  0.83348  1.304465  1.0  1.0  0.0  0.0  1.0  1.0  1.158844  2e6-z0.001-1
1.188481  29.950851  33.008415  2788297.0  2961558.0  0.135384  0.77561  1.259321  1.0  0.0  1.0  7.0  8.0  2.0  1.188481  2e6-z0.001-1
1.192432  25.215655  31.517832  226719.0  1581176.0  0.065079  0.511073  1.235761  1.0  3.0  0.0  1.0  9.0  1.0  1.192432  2e6-z0.001-1
1.205697  25.329081  25.407637  1456000.0  1512032.0  0.237058  0.651262  5.648597  1.0  2.0  2.0  0.0  1.0  1.0  1.205697  2e6-z0.001-1
1.268701  27.699891  19.18195  1394649.0  1961017.0  0.159795  0.836794  1.400576  1.0  1.0  0.0  3.0  0.0  1.0  1.268701  2e6-z0.001-1
1.279725  25.291289  19.743517  1600782.0  2270589.0  0.117393  0.855639  1.308901  1.0  2.0  0.0  1.0  0.0  1.0  1.279725  2e6-z0.001-1
1.283299  25.332804  21.195962  493095.0  761196.0  0.145847  0.92594  1.290878  1.0  0.0  0.0  1.0  1.0  2.0  1.283299  2e6-z0.001-1
1.31317  25.368148  25.223902  1672293.0  2592534.0  2.309294  0.721831  21511.4831  1.0  1.0  1.0  0.0  0.0  2.0  1.31317  2e6-z0.001-1
1.315265  28.82529  25.599599  1368389.0  2017238.0  0.745216  0.837207  39.707281  1.0  0.0  1.0  7.0  12.0  2.0  1.315265  2e6-z0.001-1
1.315265  25.363552  27.402226  140482.0  1627682.0  0.332361  0.740176  8.014639  1.0  0.0  1.0  0.0  7.0  2.0  1.315265  2e6-z0.001-1
1.323217  20.266654  50.476657  1968115.0  2374121.0  0.175634  0.952869  1.324482  1.0  0.0  1.0  1.0  2.0  2.0  1.323217  2e6-z0.001-1
1.347631  25.33082  23.746246  1581629.0  2443702.0  0.177315  0.787457  1.721932  1.0  1.0  0.0  2.0  0.0  1.0  1.347631  2e6-z0.001-1
1.386152  16.182692  18.789058  779493.0  2214828.0  0.371791  0.912849  2.653952  1.0  1.0  0.0  0.0  3.0  1.0  1.386152  2e6-z0.001-1
1.389253  26.854891  23.356281  288936.0  2521327.0  0.15398  0.770411  1.639882  1.0  1.0  0.0  3.0  0.0  1.0  1.389253  2e6-z0.001-1
1.450096  25.287909  26.422669  1724293.0  3001195.0  0.060708  0.767994  1.455788  1.0  1.0  0.0  5.0  2.0  1.0  1.450096  2e6-z0.001-1
1.501937  25.243406  25.455986  691575.0  1934506.0  0.119132  0.980492  1.501968  1.0  2.0  0.0  3.0  1.0  1.0  1.501937  2e6-z0.001-1
1.505615  25.390976  22.347879  761298.0  2231681.0  0.164451  0.956174  1.50766  1.0  1.0  0.0  3.0  1.0  1.0  1.505615  2e6-z0.001-1
1.509847  21.656274  19.01035  1548502.0  1818804.0  0.087661  0.756164  1.568918  1.0  1.0  0.0  2.0  0.0  1.0  1.509847  2e6-z0.001-1
1.513433  25.278879  23.307895  1146091.0  2001037.0  0.219113  0.797787  2.289258  1.0  2.0  0.0  5.0  3.0  1.0  1.513433  2e6-z0.001-1
1.58405  24.485979  19.377169  2211801.0  2813729.0  0.107274  0.558733  2.124011  1.0  7.0  0.0  2.0  1.0  1.0  1.58405  2e6-z0.001-1
1.593508  26.457165  23.759479  650534.0  1478482.0  0.315557  0.976483  1.596522  1.0  0.0  1.0  7.0  1.0  2.0  1.593508  2e6-z0.001-1
1.617935  22.694561  28.806091  616307.0  2257856.0  0.170907  0.111656  9.385567  1.0  1.0  0.0  0.0  8.0  1.0  1.617935  2e6-z0.001-1
1.621293  25.608349  23.412924  670327.0  2755436.0  0.089036  0.930762  1.622013  1.0  0.0  1.0  4.0  2.0  2.0  1.621293  2e6-z0.001-1
1.624134  25.360788  25.346078  694825.0  2761297.0  0.06234  0.898854  1.624659  1.0  0.0  1.0  3.0  6.0  2.0  1.624134  2e6-z0.001-1
1.624231  21.654088  28.264654  989542.0  3481023.0  0.142227  0.546272  2.841934  1.0  1.0  0.0  2.0  2.0  1.0  1.624231  2e6-z0.001-1
1.682167  25.147692  19.208167  1412677.0  3097456.0  0.157343  0.834846  1.831614  1.0  3.0  0.0  3.0  0.0  1.0  1.682167  2e6-z0.001-1
1.690832  17.09236  25.33318  837201.0  1643091.0  0.135455  0.626262  2.704326  1.0  1.0  0.0  1.0  3.0  1.0  1.690832  2e6-z0.001-1
1.776169  25.758981  23.26245  1016805.0  1542559.0  0.08785  0.28396  2.255888  1.0  1.0  0.0  4.0  0.0  1.0  1.776169  2e6-z0.001-1
1.779426  23.887142  25.330902  348210.0  701391.0  0.351711  0.901596  2.313188  1.0  1.0  0.0  0.0  2.0  1.0  1.779425  2e6-z0.001-1
1.834836  24.971265  23.879603  563241.0  1884609.0  0.221142  0.776841  2.895059  1.0  1.0  1.0  3.0  6.0  1.0  1.834836  2e6-z0.001-1
1.886479  19.965419  22.260578  917005.0  1856776.0  0.12293  0.852662  1.931253  1.0  1.0  0.0  0.0  3.0  1.0  1.886479  2e6-z0.001-1
1.894573  25.299247  24.941613  1714965.0  2807450.0  0.14883  0.957596  1.895625  1.0  1.0  0.0  4.0  5.0  1.0  1.894573  2e6-z0.001-1
1.935245  22.197313  24.564052  1754456.0  2278486.0  0.187998  0.907068  1.977675  1.0  1.0  0.0  2.0  4.0  1.0  1.935245  2e6-z0.001-1
1.93576  23.834142  19.557769  907822.0  1102899.0  0.122586  0.686779  2.31763  1.0  2.0  0.0  5.0  1.0  1.0  1.93576  2e6-z0.001-1
1.954596  24.130652  16.586856  535845.0  2371824.0  0.19597  0.974585  1.955721  1.0  4.0  0.0  3.0  0.0  1.0  1.954596  2e6-z0.001-1
2.026898  18.970682  25.408801  2426359.0  2630141.0  0.090311  0.875421  2.033692  1.0  1.0  0.0  0.0  10.0  1.0  2.026898  2e6-z0.001-1
2.03808  18.957064  26.91054  271031.0  1605155.0  0.143725  0.902583  2.056427  1.0  2.0  0.0  0.0  4.0  1.0  2.03808  2e6-z0.001-1
2.046846  27.854782  22.659173  912157.0  1919329.0  0.174675  0.658902  3.309823  1.0  3.0  0.0  5.0  0.0  1.0  2.046846  2e6-z0.001-1
2.061923  25.313506  25.351399  1859506.0  1932495.0  0.19261  0.978212  2.062238  1.0  1.0  0.0  3.0  7.0  1.0  2.061923  2e6-z0.001-1
2.078041  20.654386  25.599235  1185720.0  1557984.0  0.178185  0.940316  2.086617  1.0  1.0  0.0  2.0  5.0  1.0  2.078041  2e6-z0.001-1
2.12316  23.354377  24.050645  705875.0  1016398.0  0.273776  0.928079  2.203489  1.0  2.0  0.0  0.0  3.0  1.0  2.12316  2e6-z0.001-1
2.171271  23.825548  21.448394  1098458.0  2136753.0  0.166927  0.914016  2.19395  1.0  4.0  0.0  3.0  7.0  1.0  2.171271  2e6-z0.001-1
2.198741  22.313153  20.608483  1407770.0  1504298.0  0.458009  0.745579  44.443813  1.0  1.0  0.0  0.0  1.0  1.0  2.198741  2e6-z0.001-1
2.22701  25.307036  15.741762  705720.0  1470369.0  0.206426  0.603438  9.40298  1.0  1.0  0.0  2.0  2.0  1.0  2.22701  2e6-z0.001-1
2.228924  18.915267  23.272952  1693481.0  1799837.0  0.508353  0.416753  583.295048  1.0  1.0  0.0  2.0  1.0  1.0  2.228924  2e6-z0.001-1
2.230657  23.583872  25.317272  1038060.0  1597704.0  0.052119  0.86966  2.231293  1.0  3.0  5.0  5.0  3.0  1.0  2.230657  2e6-z0.001-1
2.281018  25.305167  26.933839  821994.0  1362978.0  0.267943  0.769508  4.337297  1.0  7.0  0.0  1.0  12.0  1.0  2.281018  2e6-z0.001-1
2.302358  25.388818  25.394259  657660.0  3065626.0  0.186498  0.714615  3.275413  1.0  0.0  1.0  4.0  1.0  2.0  2.302358  2e6-z0.001-1
2.367613  17.889342  25.311694  500375.0  1073223.0  0.143107  0.962188  2.368611  1.0  1.0  0.0  0.0  3.0  1.0  2.367613  2e6-z0.001-1
2.400666  19.193672  23.051551  722030.0  2206177.0  0.110101  0.926  2.403947  1.0  1.0  0.0  1.0  2.0  1.0  2.400666  2e6-z0.001-1
2.452009  14.278393  22.285228  2365286.0  2448529.0  0.211795  0.705127  7.447738  1.0  1.0  0.0  0.0  2.0  1.0  2.452009  2e6-z0.001-1
2.482987  25.399069  20.00227  778553.0  2098068.0  0.236911  0.279542  35.111193  1.0  4.0  0.0  2.0  1.0  1.0  2.482987  2e6-z0.001-1
2.485741  25.369816  17.488028  1575789.0  1696771.0  0.253788  0.677017  10.610671  1.0  1.0  0.0  1.0  1.0  1.0  2.485741  2e6-z0.001-1
2.520178  24.117453  18.87862  145842.0  1788618.0  0.208303  0.781807  3.682193  1.0  11.0  0.0  4.0  0.0  1.0  2.520178  2e6-z0.001-1
2.540474  20.488264  26.965094  2155462.0  2240855.0  0.334362  0.596346  34.801264  1.0  1.0  0.0  2.0  7.0  1.0  2.540474  2e6-z0.001-1
2.549769  24.814098  24.782961  565535.0  820615.0  0.156554  0.486287  4.957377  1.0  2.0  0.0  1.0  3.0  1.0  2.549769  2e6-z0.001-1
2.598194  22.289991  21.472831  287616.0  1159929.0  0.196233  0.819405  3.083583  1.0  6.0  3.0  1.0  3.0  1.0  2.598194  2e6-z0.001-1
2.643579  23.31187  25.422103  50919.0  1266500.0  0.415109  0.694429  35.465473  1.0  4.0  0.0  0.0  3.0  1.0  2.643579  2e6-z0.001-1
2.671761  21.372606  21.793926  484688.0  1658258.0  0.151641  0.960975  2.673121  1.0  6.0  3.0  1.0  0.0  1.0  2.671761  2e6-z0.001-1
2.672761  16.403639  24.350179  1022337.0  2268191.0  0.199196  0.782119  3.836426  1.0  1.0  0.0  0.0  5.0  1.0  2.672761  2e6-z0.001-1
2.706654  25.325312  19.200417  2249470.0  3174803.0  0.194704  0.506977  10.080157  1.0  1.0  1.0  5.0  1.0  1.0  2.706654  2e6-z0.001-1
2.729815  25.296843  19.184694  1774000.0  1994265.0  0.176379  0.799586  3.15039  1.0  2.0  0.0  2.0  1.0  1.0  2.729815  2e6-z0.001-1
2.729988  23.551736  24.754281  361975.0  864579.0  0.420136  0.951446  2.847316  1.0  1.0  0.0  0.0  7.0  1.0  2.729988  2e6-z0.001-1
2.772391  22.727845  18.738084  493747.0  1604958.0  0.437599  0.499706  241.502927  1.0  2.0  0.0  3.0  0.0  1.0  2.772391  2e6-z0.001-1
2.820179  25.308013  25.183058  454.0  2346191.0  0.413368  0.881661  4.507618  1.0  3.0  1.0  3.0  2.0  1.0  2.820179  2e6-z0.001-1
2.853222  25.307663  25.402616  969911.0  1145425.0  0.255266  0.928481  2.90192  1.0  9.0  1.0  4.0  12.0  1.0  2.853222  2e6-z0.001-1
2.899615  24.920656  19.001417  455458.0  1853694.0  0.385853  0.986769  2.90109  1.0  2.0  0.0  8.0  3.0  1.0  2.899615  2e6-z0.001-1
2.908179  17.201197  22.787882  1060146.0  1869114.0  0.211633  0.874808  3.192076  1.0  4.0  0.0  7.0  0.0  1.0  2.908179  2e6-z0.001-1
3.051731  23.032173  23.05122  565084.0  1154199.0  0.182715  0.499086  8.304172  1.0  1.0  0.0  0.0  1.0  1.0  3.051731  2e6-z0.001-1
3.053988  18.602322  24.914924  572591.0  2552262.0  0.159719  0.665153  4.380869  1.0  1.0  0.0  1.0  11.0  1.0  3.053988  2e6-z0.001-1
3.062084  17.833467  21.815667  434837.0  1506976.0  0.277059  0.771859  8.326754  1.0  1.0  0.0  1.0  1.0  1.0  3.062084  2e6-z0.001-1
