#1:t(gyr)	#2:m1	#3:m2	#4:id1	#5:id2	#6:dyn	#7:BS	#8:BB	#9:prev_partners_1	#10:prev_partners_2	#11:a	#12:e	#13:model
0.009839  18.0786  27.7815  293794.0  530583.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.001-rg8-rv2-1
0.017119  11.6011  14.1832  449225.0  533579.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.001-rg8-rv2-1
0.062392  14.8833  17.8069  58821.0  526076.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.001-rg8-rv2-1
0.077633  15.2892  18.4568  192188.0  519455.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  5e5-z0.001-rg8-rv2-1
0.013742  21.4322  31.4361  616307.0  1054958.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.014311  19.8177  31.0142  151402.0  1027271.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.017904  12.508  16.074  31620.0  1036781.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.02158  12.9129  14.8406  198666.0  1032913.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.021959  13.1516  14.7836  1456.0  1063684.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.027036  13.7015  15.3589  654641.0  1028862.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.080762  15.4931  18.5056  442896.0  1001867.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.08828  16.907  18.0609  400184.0  1004017.0  0.0  0.0  0.0  10.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2
0.009271  18.8988  28.2636  61426.0  1022624.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.012019  19.7883  30.2657  151402.0  1027271.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.01509  12.5229  16.0584  31620.0  1036781.0  1.0  1.0  0.0  1.0  0.0  1.20354  0.479413  1e6-z0.001-rg8-rv2-1
0.023152  13.3877  14.7451  198666.0  1032913.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.02327  13.5179  14.6696  1456.0  1063684.0  1.0  2.0  0.0  1.0  0.0  0.849533  0.025177  1e6-z0.001-rg8-rv2-1
0.026971  13.7368  15.3341  654641.0  1028862.0  0.0  0.0  0.0  14.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.050951  14.3129  17.9369  829244.0  1005940.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.053319  14.9727  17.0674  175899.0  1038699.0  1.0  1.0  0.0  0.0  0.0  2.22745  0.02337  1e6-z0.001-rg8-rv2-1
0.0715  15.3546  18.575  442896.0  1001867.0  1.0  2.0  0.0  4.0  0.0  0.556388  0.030786  1e6-z0.001-rg8-rv2-1
0.074172  14.9549  18.3535  358968.0  1063459.0  1.0  1.0  0.0  2.0  0.0  2.30763  0.030036  1e6-z0.001-rg8-rv2-1
0.088983  16.9296  18.0144  400184.0  1004017.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.092871  17.6768  18.7089  992478.0  1046297.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  1e6-z0.001-rg8-rv2-1
0.013048  13.0445  19.1307  561761.0  864952.0  1.0  1.0  0.0  112.0  0.0  2.64812  0.076006  initial
0.015442  7.98602  17.0121  515174.0  866362.0  0.0  0.0  0.0  17.0  0.0  0.0  0.0  initial
0.017011  14.0198  20.6097  612169.0  839510.0  0.0  0.0  0.0  26.0  0.0  0.0  0.0  initial
0.017834  11.8751  20.041  545012.0  826141.0  0.0  0.0  0.0  31.0  0.0  0.0  0.0  initial
0.019103  15.774  24.0536  779493.0  810778.0  0.0  0.0  0.0  32.0  0.0  0.0  0.0  initial
0.033108  5.85147  10.853  249529.0  807359.0  1.0  2.0  0.0  0.0  0.0  3.08894  0.422339  initial
0.039519  15.8704  15.4926  402661.0  871403.0  0.0  1.0  2.0  0.0  8.0  0.0  0.0  initial
0.080355  9.09513  14.508  140482.0  820952.0  1.0  2.0  3.0  44.0  0.0  0.025933  0.056209  initial
0.015772  11.6128  12.9301  677043.0  2118237.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.017446  11.6908  14.3084  1979910.0  2088772.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.018631  13.6204  13.3892  1378386.0  2100619.0  0.0  0.0  0.0  0.0  1.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.019111  11.9754  14.7066  1462067.0  2064263.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.019352  13.5256  13.7853  1239755.0  2011898.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.023663  13.9185  14.5494  124731.0  2186164.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.023663  13.0782  15.1763  198666.0  2056289.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.02461  13.9728  14.6953  1023807.0  2176557.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.02545  13.0271  15.5952  1523428.0  2195484.0  0.0  0.0  0.0  7.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.025542  14.0205  14.9568  1107509.0  2178727.0  1.0  1.0  0.0  0.0  0.0  0.021389  0.052045  2e6-z0.001-rg8-rv2-1
0.029185  15.1991  14.6265  1377702.0  2066634.0  0.0  0.0  0.0  0.0  4.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.030017  13.9738  15.7991  635748.0  2088752.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.031718  14.9649  15.7535  200864.0  2131086.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.034604  15.2052  15.7317  192188.0  2173707.0  1.0  1.0  0.0  2.0  0.0  0.605322  0.00538  2e6-z0.001-rg8-rv2-1
0.05473  15.7788  17.4351  1060146.0  2151016.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.068507  16.4328  17.354  424104.0  2187548.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.075423  17.6154  17.5647  464496.0  2160162.0  0.0  0.0  0.0  0.0  1.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.092832  15.0835  19.2433  1046756.0  2027075.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.112177  15.5925  19.5296  1945571.0  2046674.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.117295  17.8647  18.7798  1661281.0  2020264.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2-1
0.042454  8.47815  12.1904  183471.0  1006039.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.005-rg2-rv2
0.070813  8.17436  7.34197  337077.0  1058369.0  0.0  1.0  0.0  0.0  4.0  0.0  0.0  1e6-z0.005-rg2-rv2
0.139384  10.0897  16.0518  868633.0  1076997.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.005-rg2-rv2
0.017008  14.6529  16.7364  26327.0  2099565.0  1.0  1.0  0.0  0.0  0.0  2.50159  0.018041  2e6-z0.005-rg2-rv2
0.050778  7.79649  7.36263  340199.0  2106253.0  0.0  1.0  1.0  0.0  1.0  0.0  0.0  2e6-z0.005-rg2-rv2
0.083174  8.04938  7.6357  1867221.0  2136335.0  0.0  0.0  0.0  0.0  2.0  0.0  0.0  2e6-z0.005-rg2-rv2
0.125125  8.39689  7.99378  206095.0  2048888.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.005-rg2-rv2
0.140363  8.27143  8.28941  95874.0  2073799.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.005-rg2-rv2
0.023052  12.9049  16.7118  300369.0  528299.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.005-rg2-rv2
0.108336  6.13524  10.5198  143199.0  521258.0  0.0  0.0  0.0  7.0  0.0  0.0  0.0  5e5-z0.005-rg2-rv2
0.160629  9.5856  13.4367  292354.0  516659.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  5e5-z0.005-rg2-rv2
0.031356  10.5336  17.4745  742269.0  1030104.0  0.0  0.0  0.0  10.0  0.0  0.0  0.0  1e6-z0.005-rg2-rv2-1
0.073653  8.1737  7.34315  337077.0  1058369.0  0.0  0.0  0.0  0.0  1.0  0.0  0.0  1e6-z0.005-rg2-rv2-1
0.011151  14.8684  19.0777  1075588.0  2001737.0  0.0  0.0  0.0  7.0  0.0  0.0  0.0  2e6-z0.005-rg2-rv2-1
0.047083  7.81557  7.34047  340199.0  2106253.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.005-rg2-rv2-1
0.125153  8.39665  7.99366  206095.0  2048888.0  0.0  0.0  0.0  0.0  1.0  0.0  0.0  2e6-z0.005-rg2-rv2-1
0.137397  8.28182  8.28415  95874.0  2073799.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.005-rg2-rv2-1
0.044081  15.5345  19.8379  270020.0  521795.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  5e5-z0.005-rg2-rv2-1
0.011444  18.2066  19.551  400184.0  1004017.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2
0.011509  16.8633  19.8862  442896.0  1001867.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2
0.013261  19.9752  22.3498  672186.0  1077378.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2
0.013798  19.3794  24.5584  153035.0  1059145.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2
0.035295  8.25394  13.6233  811704.0  1033686.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2
0.036122  23.1793  34.9478  616307.0  1054958.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2
0.011504  15.1841  21.9259  219190.0  2109566.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.011504  16.4894  20.6855  1046756.0  2027075.0  0.0  0.0  0.0  7.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.011504  15.7732  21.5065  1002782.0  2104941.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.01152  15.5531  21.052  110402.0  2116129.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.01152  16.0056  20.8894  1598395.0  2191321.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.011694  17.7736  22.1548  1077453.0  2144909.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.011847  17.4479  18.5388  1060146.0  2151016.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.012715  18.0301  23.0695  30558.0  2933985.0  1.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.013207  17.7946  25.8578  566003.0  2146677.0  0.0  0.0  0.0  11.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.014752  19.2102  25.0526  1153234.0  2000204.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.01573  19.8031  25.5534  26327.0  2099565.0  1.0  1.0  0.0  5.0  0.0  0.956083  0.042101  2e6-z0.0002-rg20-rv2
0.016921  20.7333  25.2964  1273152.0  2167767.0  1.0  1.0  0.0  0.0  0.0  0.309219  0.001924  2e6-z0.0002-rg20-rv2
0.017141  19.951  26.9686  1645542.0  2142914.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.019753  20.1673  29.0832  1075588.0  2001737.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.020155  22.1754  25.8218  1642780.0  2143892.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.020624  20.3451  29.4727  964376.0  2081378.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.021099  20.9306  28.978  431869.0  2083861.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.023129  6.81897  15.4582  1506843.0  2015978.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.024251  21.9261  27.9283  302089.0  2643535.0  1.0  1.0  0.0  1.0  0.0  1.14415  0.008047  2e6-z0.0002-rg20-rv2
0.024982  24.0085  26.8871  1700096.0  2155462.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.027737  22.26  31.0204  51716.0  2017238.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.027925  22.7665  30.7363  1327466.0  2065560.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.033692  23.2417  33.0812  657529.0  2083179.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.11532  26.8945  33.0628  1175766.0  2184997.0  1.0  1.0  0.0  8.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2
0.192417  8.55491  14.9947  88473.0  2040551.0  1.0  1.0  0.0  0.0  0.0  3.68596  0.793226  2e6-z0.0002-rg20-rv2
0.01112  16.7818  24.1475  233383.0  540238.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2
0.01357  18.3666  24.7987  300369.0  528299.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2
0.020542  21.504  28.0704  17285.0  504306.0  0.0  0.0  0.0  9.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2
0.025317  21.3358  31.628  270020.0  521795.0  1.0  1.0  0.0  2.0  0.0  0.407535  0.146253  5e5-z0.0002-rg20-rv2
0.431733  6.99716  13.3822  4665.0  528720.0  1.0  1.0  0.0  1.0  0.0  0.028307  0.03915  5e5-z0.0002-rg20-rv2
0.01105  16.8438  22.6365  481998.0  1072882.0  1.0  1.0  0.0  8.0  0.0  0.288026  0.00284  1e6-z0.0002-rg20-rv2-1
0.011182  16.7817  19.92  442896.0  1001867.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2-1
0.011251  18.2572  19.5271  400184.0  1004017.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2-1
0.013218  19.9186  22.372  672186.0  1077378.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2-1
0.013959  19.4001  24.5508  153035.0  1059145.0  1.0  1.0  0.0  4.0  0.0  0.646656  0.023582  1e6-z0.0002-rg20-rv2-1
0.015328  19.4155  26.1201  951271.0  1039528.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2-1
0.029217  24.9841  28.4522  565535.0  1037113.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.0002-rg20-rv2-1
0.44046  27.5515  32.7982  554970.0  1019062.0  1.0  0.0  2.0  0.0  0.0  0.04446  0.386523  1e6-z0.0002-rg20-rv2-1
0.011521  15.8494  21.4675  1002782.0  2104941.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.011574  15.1797  21.9287  219190.0  2109566.0  0.0  0.0  0.0  14.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.011635  17.7482  22.1633  1077453.0  2144909.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.01166  16.4102  20.7218  1046756.0  2027075.0  1.0  1.0  0.0  0.0  0.0  0.251403  0.199614  2e6-z0.0002-rg20-rv2-1
0.011681  15.5588  21.0491  110402.0  2116129.0  0.0  0.0  0.0  10.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.011711  15.9598  20.9123  1598395.0  2191321.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.011953  17.6004  18.4697  1060146.0  2151016.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.012251  18.0545  23.0478  30558.0  2155687.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.013381  17.8746  25.8229  566003.0  2146677.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.014326  19.0737  25.1127  1153234.0  2000204.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.014606  19.1944  25.4478  1969790.0  2029084.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.015705  19.7986  25.5537  26327.0  2099565.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.017365  20.8665  25.2298  1273152.0  2167767.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.017389  20.0285  26.9315  1645542.0  2142914.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.019999  20.2233  29.056  1075588.0  2001737.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.020279  22.2045  25.9228  1642780.0  2143892.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.020726  20.3629  29.4611  964376.0  2081378.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.02155  21.0043  28.9394  431869.0  2083861.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.021991  6.92544  15.2563  59066.0  2020366.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.022349  21.9571  28.1157  302089.0  2141842.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.022773  6.57896  14.404  1693627.0  2126251.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.027132  23.7534  28.5453  1616149.0  2154534.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.028488  22.8181  30.7065  1327466.0  2065560.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.029166  22.2271  30.7803  51716.0  2274668.0  1.0  0.0  0.0  5.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.034392  23.1924  33.0716  657529.0  2083179.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.095339  20.2382  19.5723  434478.0  2043335.0  0.0  3.0  1.0  0.0  1.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.284033  25.2811  32.7419  1143774.0  2090940.0  1.0  0.0  1.0  1.0  0.0  0.042885  0.334003  2e6-z0.0002-rg20-rv2-1
0.396661  26.9461  32.3531  1175766.0  2184997.0  1.0  1.0  7.0  6.0  0.0  0.044022  0.137308  2e6-z0.0002-rg20-rv2-1
0.423048  6.98962  15.5198  1506843.0  2015978.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.0002-rg20-rv2-1
0.011022  15.9102  22.6409  411874.0  536774.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.011323  16.8928  24.1058  233383.0  540238.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.011467  16.2949  19.0369  58821.0  526076.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.012305  18.3439  22.3316  255747.0  515725.0  0.0  0.0  0.0  6.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.013704  18.4266  24.7361  300369.0  528299.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.020154  21.43  28.0972  17285.0  504306.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.02602  21.4283  31.5907  270020.0  521795.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.042318  10.7236  15.9832  143199.0  521258.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  5e5-z0.0002-rg20-rv2-1
0.009774  18.9332  28.1809  61426.0  1022624.0  1.0  2.0  1.0  0.0  0.0  2.23586  0.020507  1e6-z0.001-delayed
0.010193  16.7404  27.2226  436278.0  1039314.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.011056  14.8714  24.388  650503.0  1054230.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.011628  19.8219  30.6076  151402.0  1027271.0  1.0  5.0  1.0  5.0  0.0  2.87881  0.021294  1e6-z0.001-delayed
0.011628  15.3813  20.8558  958917.0  1042845.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.012438  20.9636  32.2707  914182.0  1012636.0  0.0  0.0  0.0  8.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.015026  12.421  16.0001  31620.0  1036781.0  1.0  1.0  0.0  4.0  0.0  2.3029  0.005461  1e6-z0.001-delayed
0.018623  12.4997  22.3624  1063459.0  1175482.0  1.0  5.0  1.0  7.0  0.0  3.70372  0.206448  1e6-z0.001-delayed
0.023185  13.4593  14.698  198666.0  1032913.0  1.0  0.0  1.0  3.0  0.0  0.270723  0.0  1e6-z0.001-delayed
0.024375  13.767  14.5154  1456.0  1063684.0  1.0  1.0  1.0  2.0  0.0  0.014358  0.027597  1e6-z0.001-delayed
0.02839  13.8998  15.2269  654641.0  1028862.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.037763  14.9773  15.7815  175899.0  1038699.0  1.0  1.0  1.0  7.0  0.0  2.38844  0.026434  1e6-z0.001-delayed
0.055685  13.7963  18.1813  938446.0  1060192.0  1.0  0.0  2.0  8.0  0.0  0.022722  0.237484  1e6-z0.001-delayed
0.060466  14.7087  17.7214  829244.0  1005940.0  0.0  0.0  0.0  2.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.06954  17.0343  16.985  400184.0  1004017.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.125163  18.0012  18.4746  851041.0  1035384.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.001-delayed
0.160258  8.99279  11.5338  39867.0  1056881.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  1e6-z0.001-delayed
7.630991  6.76264  6.43423  1186699.0  1343338.0  1.0  32.0  15.0  7.0  5.0  0.0  0.0  1e6-z0.001-fullKicks
0.010132  16.4632  24.0534  566003.0  2146677.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.012477  18.7285  26.9327  964376.0  2081378.0  0.0  0.0  0.0  4.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.016142  11.2526  13.0933  677043.0  2118237.0  0.0  0.0  0.0  9.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.017401  11.5249  14.3398  1979910.0  2088772.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.018356  11.2383  11.6531  31620.0  2167075.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.018766  13.6373  13.3816  1378386.0  2100619.0  0.0  0.0  0.0  0.0  7.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.019996  13.7232  13.707  1239755.0  2011898.0  0.0  0.0  0.0  0.0  1.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.020166  12.361  14.6388  1462067.0  2064263.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.023195  13.6679  14.8361  1023807.0  2176557.0  0.0  0.0  0.0  9.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.024713  13.4075  15.0878  198666.0  2056289.0  0.0  0.0  0.0  8.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.025795  14.0545  14.9378  1107509.0  2178727.0  1.0  0.0  1.0  4.0  0.0  0.759558  1e-06  2e6-z0.001-rg8-rv2
0.027783  13.421  15.4856  1523428.0  2195484.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.029514  15.2727  14.5888  1377702.0  2066634.0  0.0  0.0  0.0  0.0  5.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.032254  14.1749  15.6803  635748.0  2088752.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.034863  15.1821  15.6404  200864.0  2131086.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.037933  15.4045  15.5926  192188.0  2173707.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.057231  15.852  17.4043  1060146.0  2151016.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.065538  16.2696  17.4491  424104.0  2187548.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.09046  14.5765  19.4607  1598395.0  2191321.0  0.0  0.0  0.0  13.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.094593  15.1631  19.1827  1046756.0  2027075.0  1.0  1.0  0.0  2.0  0.0  1.36746  0.021323  2e6-z0.001-rg8-rv2
0.103718  17.814  18.8072  1661281.0  2020264.0  1.0  0.0  2.0  4.0  0.0  0.030374  0.031895  2e6-z0.001-rg8-rv2
0.10829  15.464  19.6316  1945571.0  2046674.0  0.0  0.0  0.0  9.0  0.0  0.0  0.0  2e6-z0.001-rg8-rv2
0.015102  20.0119  30.3076  32307.0  201553.0  1.0  0.0  1.0  3.0  0.0  3.19654  0.049116  2e5-z0.001-10
0.02236  20.059  29.6829  114854.0  203128.0  1.0  1.0  0.0  3.0  0.0  3.73984  0.019146  2e5-z0.001-10
0.057417  15.2371  17.3724  113539.0  206955.0  0.0  0.0  0.0  9.0  0.0  0.0  0.0  2e5-z0.001-10
